id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,Activity,Stage,DefenderResponse,Signature,Guess,IP_flag,Port_flag,Agent_flag,Transfer_flag,Violations
4426,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,36576,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261962993,1625262023098,60105,33,4426,1625261962993,1625262023098,60105,17,2054,1625261962994,1625262023097,60103,16,2372,54,134.12121212121215,217.7050409349422,1251,54,120.82352941176472,113.2327444327157,410,66,148.25,294.9925422786143,1251,0,1878.28125,5035.08872481249,15103,0,3756.5625,6698.816442414784,15104,0,4006.866666666666,6856.201873035065,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4442,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,62820,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261971288,1625262031345,60057,31,3989,1625261971288,1625262031345,60057,15,1769,1625261971289,1625262031345,60056,16,2220,54,128.6774193548387,223.23774876377487,1239,54,117.93333333333332,117.27773303857244,398,54,138.75,294.2947502080185,1239,0,2001.9,5180.268075542303,15007,0,4289.785714285714,7021.11181397901,15008,0,4003.733333333333,6855.966697146431,15007,2,0,0,0,29,10,2,2,1,0,0,0,13,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4450,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,36774,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625262023053,1625262083143,60090,33,4420,1625262023053,1625262083143,60090,17,2048,1625262023053,1625262083143,60090,16,2372,54,133.93939393939397,217.5310235624363,1251,54,120.47058823529414,112.51728625363464,410,66,148.25,294.9925422786143,1251,0,1877.8125,5036.873335311077,15105,0,3755.625,6702.018371356497,15106,0,4006.000000000001,6859.200130377552,15106,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4452,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,62823,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625262031295,1625262091356,60061,31,3992,1625262031295,1625262091356,60061,15,1772,1625262031295,1625262091356,60061,16,2220,54,128.7741935483871,223.3254291652161,1239,54,118.13333333333333,117.6543768032128,398,54,138.75,294.2947502080185,1239,0,2002.0333333333333,5181.0113011166895,15012,0,4290.071428571429,7022.232873735178,15012,0,4004.0666666666666,6856.693137435304,15012,2,0,0,0,29,10,2,2,1,0,0,0,13,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4459,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,62826,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625262091309,1625262151372,60063,30,3937,1625262091309,1625262151372,60063,14,1717,1625262091309,1625262151372,60063,16,2220,54,131.23333333333338,226.6747150362864,1239,54,122.64285714285712,120.57018839526764,398,54,138.75,294.2947502080185,1239,0,2071.137931034483,5257.521188899208,15014,0,4620.2307692307695,7193.620184508935,15015,0,4004.2,6855.535929868232,15015,2,0,0,0,28,10,2,2,1,0,0,0,12,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4466,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,62829,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625262151322,1625262211380,60058,31,3991,1625262151322,1625262211380,60058,15,1771,1625262151322,1625262211380,60058,16,2220,54,128.74193548387095,223.2960617270168,1239,54,118.06666666666668,117.52839575831796,398,54,138.75,294.2947502080185,1239,0,2001.9333333333336,5180.55970836685,15016,0,4289.857142857143,7021.565822051844,15016,0,4003.866666666668,6856.205238079347,15016,2,0,0,0,29,10,2,2,1,0,0,0,13,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4471,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,33964,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625260942167,1625261002319,60152,33,4428,1625260942167,1625261002319,60152,17,2056,1625260942168,1625261002319,60151,16,2372,54,134.18181818181816,217.76412906879528,1251,54,120.94117647058825,113.47437518457376,410,66,148.25,294.9925422786143,1251,0,1879.75,5033.253414590196,15110,0,3759.500000000001,6695.104748993849,15111,0,4010.066666666668,6851.974871385274,15111,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4475,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49825,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625260945380,1625261005453,60073,30,3930,1625260945380,1625261005453,60073,14,1710,1625260945380,1625261005452,60072,16,2220,54,131.00000000000003,226.4718906208435,1239,54,122.14285714285714,119.67768067917784,398,54,138.75,294.2947502080185,1239,0,2071.4827586206893,5256.672654967002,15011,0,4621.0,7191.537271914353,15012,0,4004.8,6853.762712137451,15012,2,0,0,0,28,10,2,2,1,0,0,0,12,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4480,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,33970,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625260954985,1625261015091,60106,33,4416,1625260954985,1625261015091,60106,17,2044,1625260954986,1625261015090,60104,16,2372,54,133.81818181818178,217.4177221596504,1251,54,120.23529411764709,112.04827609771866,410,66,148.25,294.9925422786143,1251,0,1878.3125000000005,5036.259841342197,15121,0,3756.625000000001,6700.616776337334,15121,0,4006.933333333334,6858.084118830301,15122,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4487,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49828,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261011094,1625261071148,60054,31,3984,1625261011094,1625261071148,60054,15,1764,1625261011094,1625261071148,60054,16,2220,54,128.51612903225808,223.0944300765548,1239,54,117.6,116.65872081785032,398,54,138.75,294.2947502080185,1239,0,2001.8,5180.110086701327,15009,0,4289.571428571429,7021.254191209889,15009,0,4003.6,6856.053048219507,15010,2,0,0,0,29,10,2,2,1,0,0,0,13,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4490,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49826,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625260951131,1625261011697,60566,34,5097,1625260951131,1625261011697,60566,16,2159,1625260951132,1625261011696,60564,18,2938,54,149.91176470588232,224.3542069149313,1239,54,134.9375,132.08354363810807,398,54,163.22222222222223,286.2106496056924,1239,0,1835.333333333333,4950.860699582111,15010,0,4037.733333333334,6819.464981807242,15011,0,3562.588235294118,6524.1558750809245,15011,2,0,0,0,32,13,2,2,1,0,0,0,14,7,2,1,1,0,0,0,18,6,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4500,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,33974,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261015042,1625261075131,60089,32,4366,1625261015042,1625261075131,60089,17,2060,1625261015042,1625261075130,60088,15,2306,54,136.4375,221.01947622543972,1251,54,121.1764705882353,113.96229381582626,410,66,153.73333333333332,304.5011064175692,1251,0,1938.354838709677,5107.694193067208,15103,0,3755.5625,6700.855268483768,15104,0,4292.0,7023.708411242159,15104,2,0,0,0,29,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,15,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4506,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49829,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261035894,1625261179736,143842,46,6045,1625261035894,1625261179736,143842,23,2909,1625261035895,1625261179736,143841,23,3136,54,131.41304347826085,197.81512986590465,1239,54,126.47826086956525,131.6064621117262,421,54,136.34782608695656,250.3380639156964,1239,0,3196.488888888889,6103.048521481339,15017,0,6538.272727272725,7426.814206334453,15018,0,6538.227272727272,7437.257424179056,15017,2,0,0,0,44,14,2,2,1,0,0,0,21,8,2,1,1,0,0,0,23,6,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4508,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,33986,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261062286,1625261122363,60077,32,4353,1625261062286,1625261122363,60077,17,2047,1625261062286,1625261122363,60077,15,2306,54,136.03125,220.6353705412416,1251,54,120.41176470588232,112.39943217357096,410,66,153.73333333333332,304.5011064175692,1251,0,1937.967741935484,5109.067602370456,15103,0,3754.8125,6703.314774236698,15104,0,4291.214285714286,7026.4400131390685,15104,2,0,0,0,29,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,15,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4554,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,62832,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625262211331,1625262271409,60078,31,3998,1625262211331,1625262271409,60078,15,1778,1625262211332,1625262271409,60077,16,2220,54,128.96774193548387,223.5045836772284,1239,54,118.53333333333332,118.41927127593635,398,54,138.75,294.2947502080185,1239,0,2002.6000000000008,5179.298878126799,15010,0,4291.285714285715,7019.819594751503,15011,0,4005.1333333333337,6854.482275611095,15013,2,0,0,0,29,10,2,2,1,0,0,0,13,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4581,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49831,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261131100,1625261191156,60056,31,3987,1625261131100,1625261191156,60056,15,1767,1625261131101,1625261191155,60054,16,2220,54,128.61290322580643,223.1799987184268,1239,54,117.8,117.0288120812258,398,54,138.75,294.2947502080185,1239,0,2001.8666666666668,5180.178060668368,15006,0,4289.714285714285,7021.317961187053,15006,0,4003.600000000001,6856.044984433185,15007,2,0,0,0,29,10,2,2,1,0,0,0,13,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4583,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,34006,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261135156,1625261195259,60103,33,4420,1625261135156,1625261195259,60103,17,2048,1625261135156,1625261195258,60102,16,2372,54,133.93939393939397,217.5310235624363,1251,54,120.47058823529414,112.51728625363464,410,66,148.25,294.9925422786143,1251,0,1878.21875,5029.039116419339,15103,0,3756.4375,6689.47857428614,15104,0,4006.8,6846.36524212457,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4584,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49832,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261148437,1625261219639,71202,3321,14566986,1625261148437,1625261219639,71202,458,26788,1625261148438,1625261219638,71200,2863,14540198,54,4386.325203252036,4969.230340236951,12744,54,58.48908296943235,40.15747027454379,664,54,5078.658050995455,5016.748015952838,12744,0,21.446385542168667,553.2533564521939,15025,0,155.80306345733038,1485.60161352679,15025,0,24.877707896575824,595.8396644203262,15025,2,0,0,0,3319,376,2,2,1,0,0,0,456,9,2,1,1,0,0,0,2863,367,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,False,True,,,,1
4586,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49835,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261179735,1625261239794,60059,31,3991,1625261179735,1625261239794,60059,15,1771,1625261179736,1625261239793,60057,16,2220,54,128.74193548387095,223.2960617270168,1239,54,118.06666666666668,117.52839575831796,398,54,138.75,294.2947502080185,1239,0,2001.9666666666665,5180.344899204361,15018,0,4289.928571428572,7021.515631524027,15018,0,4003.7999999999993,6856.087964096477,15019,2,0,0,0,29,10,2,2,1,0,0,0,13,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4596,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,34022,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261195157,1625261255281,60124,33,4679,1625261195157,1625261255281,60124,17,2051,1625261195158,1625261255280,60122,16,2628,54,141.7878787878788,219.66974609282192,1251,54,120.6470588235294,112.8732370717648,410,66,164.25,297.16852682162244,1251,0,1878.875,5032.74138565044,15103,0,3757.75,6694.820570162181,15104,0,4008.1333333333328,6851.809582320641,15104,2,0,0,0,30,11,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,5,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4646,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49847,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261239741,1625261299816,60075,31,3988,1625261239741,1625261299816,60075,15,1768,1625261239742,1625261299816,60074,16,2220,54,128.6451612903226,223.20880334895645,1239,54,117.86666666666667,117.15305414387664,398,54,138.75,294.2947502080185,1239,0,2002.5000000000005,5179.759631954709,15021,0,4291.071428571429,7019.992225113881,15021,0,4004.933333333333,6854.951593729962,15022,2,0,0,0,29,10,2,2,1,0,0,0,13,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4650,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,34028,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261255217,1625261315331,60114,33,4422,1625261255217,1625261315331,60114,17,2050,1625261255217,1625261315331,60114,16,2372,54,134.0,217.58848774693945,1251,54,120.58823529411764,112.75418995736334,410,66,148.25,294.9925422786143,1251,0,1878.5625,5033.83682907722,15251,0,3757.125,6696.706831221845,15252,0,4007.6,6853.882682726005,15252,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4657,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,34024,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261242455,1625261302539,60084,32,4361,1625261242455,1625261302539,60084,17,2055,1625261242455,1625261302539,60084,15,2306,54,136.28124999999997,220.86899260684217,1251,54,120.8823529411765,113.35336472340664,410,66,153.73333333333332,304.5011064175692,1251,0,1938.1935483870964,5108.456436272147,15141,0,3755.25,6702.406289286459,15142,0,4291.714285714285,7025.073910682325,15142,2,0,0,0,29,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,15,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4701,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49849,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261279640,1625261339701,60061,29,3879,1625261279640,1625261339701,60061,14,1713,1625261279640,1625261339701,60061,15,2166,54,133.75862068965515,230.09138792668784,1239,54,122.35714285714285,120.05742673523248,398,54,144.4,303.7244521883987,1239,0,2145.0357142857138,5340.388676950346,15012,0,4620.076923076924,7196.645659165786,15013,0,4290.071428571428,7023.697606775833,15013,2,0,0,0,27,10,2,2,1,0,0,0,12,6,2,1,1,0,0,0,15,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4724,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49850,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261299762,1625261359817,60055,31,3987,1625261299762,1625261359817,60055,15,1767,1625261299762,1625261359817,60055,16,2220,54,128.61290322580643,223.1799987184268,1239,54,117.8,117.0288120812258,398,54,138.75,294.2947502080185,1239,0,2001.8333333333333,5180.09633836212,15008,0,4289.642857142857,7021.044384367096,15008,0,4003.6666666666665,6855.698095814341,15008,2,0,0,0,29,10,2,2,1,0,0,0,13,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4726,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,34052,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261302515,1625261362620,60105,33,4420,1625261302515,1625261362620,60105,17,2048,1625261302515,1625261362620,60105,16,2372,54,133.93939393939397,217.5310235624363,1251,54,120.47058823529414,112.51728625363464,410,66,148.25,294.9925422786143,1251,0,1878.28125,5028.84393329556,15103,0,3756.5625,6689.137791661445,15104,0,4007.000000000001,6845.961030313525,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4728,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49853,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261339662,1625261399753,60091,31,3991,1625261339662,1625261399753,60091,15,1771,1625261339662,1625261399752,60090,16,2220,54,128.74193548387095,223.2960617270168,1239,54,118.06666666666668,117.52839575831796,398,54,138.75,294.2947502080185,1239,0,2003.033333333333,5176.155746226672,15010,0,4292.214285714285,7013.841690417725,15011,0,4006.0,6849.1326666749765,15011,2,0,0,0,29,10,2,2,1,0,0,0,13,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4730,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,34058,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261362516,1625261422598,60082,32,4359,1625261362516,1625261422598,60082,17,2053,1625261362517,1625261422598,60081,15,2306,54,136.21875,220.80976111766145,1251,54,120.76470588235291,113.11251556070437,410,66,153.73333333333332,304.5011064175692,1251,0,1938.1290322580649,5107.9278234390085,15146,0,3755.125000000001,6701.637082335431,15147,0,4291.5,7024.44571862052,15147,2,0,0,0,29,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,15,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4737,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,34054,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261315274,1625261375356,60082,32,4355,1625261315274,1625261375356,60082,17,2049,1625261315275,1625261375355,60080,15,2306,54,136.09375,220.69294964768025,1251,54,120.52941176470588,112.63553926662024,410,66,153.73333333333332,304.5011064175692,1251,0,1938.1290322580649,5107.706763587324,15103,0,3755.125000000001,6701.150845190698,15104,0,4291.428571428572,7024.121502303394,15104,2,0,0,0,29,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,15,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
4744,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49856,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261399673,1625261459730,60057,31,3993,1625261399673,1625261459730,60057,15,1773,1625261399673,1625261459730,60057,16,2220,54,128.80645161290323,223.3549371672568,1239,54,118.2,117.78078911993369,398,54,138.75,294.2947502080185,1239,0,2001.9000000000003,5179.67492223209,15012,0,4289.785714285714,7020.301726789585,15012,0,4003.7999999999993,6855.153089881676,15013,2,0,0,0,29,10,2,2,1,0,0,0,13,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4747,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49855,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261371145,1625261431222,60077,30,3945,1625261371145,1625261431222,60077,14,1725,1625261371146,1625261431221,60075,16,2220,54,131.49999999999997,226.9151064103961,1239,54,123.21428571428572,121.617419407323,398,54,138.75,294.2947502080185,1239,0,2071.620689655172,5256.421599297059,15020,0,4621.307692307692,7190.99045547755,15021,0,4005.000000000001,6853.338935980663,15021,2,0,0,0,28,10,2,2,1,0,0,0,12,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Remove Traces,Cover up,Benign,APT,True,True,,,,1
4748,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,34076,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625261435328,1625261518702,83374,50,7666,1625261435328,1625261518702,83374,26,2718,1625261435329,1625261518702,83373,24,4948,54,153.31999999999996,192.3487945777415,1251,54,104.53846153846156,93.31462083477842,410,66,206.16666666666663,252.4934207781104,1251,0,1701.5102040816332,4363.193001893076,15103,0,3334.9600000000005,8780.22725351305,38045,0,3624.913043478261,5852.543113996323,15104,2,0,0,0,46,18,3,2,1,0,0,0,22,6,3,1,1,0,0,0,24,12,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
